title,company,experience,salary,location,description,skills,posted
Reliability Data Analyst,Pinnacle Art,3-8 Yrs,,Hyderabad,Bachelor s degree in an engineering field or 3+ years working in the reliability data i...,"Mining, Technical writing, Fixed assets, Database management, Management systems, Engineering projects, Data Analyst, MS Office",3+ weeks ago
Data Analyst,Amrita Vishwa Vidyapeetham,1-3 Yrs,,Kollam,Though this is primarily Work from Home (WFH) with occasional in-person coordination as...,"Supply chain, Networking, Operations planning, Strategic planning, Data Analyst, Merchandising, Operations, Analytics",3+ weeks ago
DATA ANALYST,MBH Raw Pharma,1-4 Yrs,,Thane,MBH RAW PHARMA is looking for DATA ANALYST to join our dynamic team and embark on a rew...,"Data Analyst, Data, Data analysis",3+ weeks ago
Data Analyst,Wissen Technology,4-7 Yrs,,Bengaluru,Prior internship / project experience in data analysis or reporting  Bachelors degree i...,"Data Validation, Power Bi, Data Analysis, Python, SQL, Excel, Seismic, UAT",3 weeks ago
Data Analyst,Qvesta Technologies,1-3 Yrs,,Coimbatore,Qvesta Technologies is looking for Data Analyst to join our dynamic team and embark on ...,"Data Analyst, Data analysis, Data",3+ weeks ago
Data Analyst,Diverse Lynx,1-5 Yrs,,Hyderabad,"Managing master data, including creation, updates, and deletion.   Managing users and...","Data Analyst, professional, Data analysis, Data",3+ weeks ago
Data Analyst,Geoconsultants India Services,3-8 Yrs,,New Delhi,Required skills  Analytical mindset . Ability to identify data quality issues . Good SQ...,"Graphics, Coding, Analytical, Data structures, Data quality, data integrity, SQL, Technical documentation",3+ weeks ago
Data Analyst,Tactgen,3-8 Yrs,,Madurai,"Required Skills:   6 to 8 years of experience, including 3 years in a Bank / BFSI do...","Software development, Bfsi, Banking, Data Analyst, Application software, Software, Data analysis, Data",3+ weeks ago
Data Analyst,IDESLABS,6-10 Yrs,,Hyderabad,IDESLABS PRIVATE LIMITED is looking for Data Analyst to join our dynamic team and embar...,"Data Analyst, Data analysis, Data",3+ weeks ago
Data Analyst,PSRTEK,7-12 Yrs,,Chennai,These will be over and above the base requirement of any data analyst role- . Good in S...,"CVS, Regulatory reporting, Banking, Regulatory compliance, Data Analyst, data mapping, Credit risk, IFRS",3+ weeks ago
Data Analyst,Indium Software,1-4 Yrs,,Hyderabad,Good understanding of data structures and database conceptsExperience working with larg...,"SQL queries, Basic, Automation, Database, Data structures, Data processing, Data Analyst, data visualization",3+ weeks ago
Sensing Data Analyst,Geoconsultants India Services,2-4 Yrs,,Hyderabad,"Required Qualifications: Master s (M Sc / M Tech) degree in Remote Sensing, Geo-informa...","Stakeholder Engagement, Data analysis, Analytical, Machine learning, Data processing, Data Analyst, Open source, Monitoring",3+ weeks ago
Data Analyst,Diverse Lynx,8-15 Yrs,,Kolkata,Experience working with cross-functional teams to gather and refine data requirements . .,"Basic, Backend, Excel, Schema, query, power bi, Data Analyst, AWS",3+ weeks ago
Data Analyst,Bazaronweb,1-3 Yrs,,Lucknow,Bazaronweb is looking for Data Analyst to join our dynamic team and embark on a rewardi...,"Data Analyst, Data, Data analysis",3+ weeks ago
Data Analysts,Pratyaksha Medi Care,1-2 Yrs,,Noida,Pratyaksh Medical Care is looking for Data Analysts to join our dynamic team and embark...,"data science, SPSS, WinCross, Data analysis, Analysts, Science, Data",3+ weeks ago
Data Analyst,Techplus Media,2-3 Yrs,,New Delhi,TECHPLUS MEDIA PRIVATE LIMITED is looking for Data Analyst to join our dynamic team and...,"Data Analyst, Data analysis, Data",3+ weeks ago
Data Analyst,Blitzpath Innovations,9-10 Yrs,,Remote,"Bachelor s degree in Computer Science, Statistics, Information Systems, or a related fi...","Computer science, Executive leadership, Automation, Excel, Data collection, Data Analyst, Statistics, Analytics",3+ weeks ago
Transportation Data Analyst,ADVICS,2-5 Yrs,,Rohtak,Bachelors degree in any discipline relevant certifications are an asset. Disclaimer: Th...,"database maintenance, data analysis, bi, documentation, power bi, problem solving, dashboards, database administration",3+ weeks ago
Data Analyst / ETL Dev,E Tech Software,5-10 Yrs,,Remote,"The ideal candidate should be skilled in manual data extraction, transformation, and lo...","data cleansing, remediation, Data analysis, Data migration, Manual, Data Analyst, Downstream, SQL",3+ weeks ago
GCP Data Scientist_Senior Analyst,Globant,4-8 Yrs,,Pune,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"c#, python, project management, c++, css, software development, c, oracle",3+ weeks ago
Data Reconciliation Analyst,IDESLABS,5-10 Yrs,,Chennai,"Required Skills & Experience: 5+ years of experience in data reconciliation, preferably...","Financial reporting, data manipulation, Analytical, Capital market operations, Reconciliation, Reconciliation Analyst, Subject matter expertise, Financial services",3+ weeks ago
Data Governance Analyst,Jupiter Consulting,5-7 Yrs,,New Delhi,"Bachelor s or higher degree, preferably in computer science, mathematics, statistics, o...","Change management, SAP, Operational excellence, Data management, Project management, Data quality, Oracle, Stakeholder management",3+ weeks ago
Data Analyst,Geniehr Solutions,3-6 Yrs,,Mumbai(Vikhroli),Experience with operations or SLA driven environments preferredAutomate data refresh& K...,"Power Bi, advance excel, Atm Management, Kpi Dashboards, SQL, BizOps, Data analysis, Excel",1 week ago
Data Analyst,Stalwart Management Consulting,2-6 Yrs,,Remote,A Graduate / Post Graduate / Doctorate degree in Life sciences/ Pharmacy / Medical scie...,"Administration, Service level, Medical coding, Pharma, Pharmacy, Management consulting, Life sciences, Pharmacovigilance",3+ weeks ago
Data Integration Analyst,SAS Research and  Developement (India) Pvt Ltd,3-8 Yrs,,Pune,"Integrated databases like Oracle, Postgres, and MSSQL. Data Migration Experience. Azure...","Unix, Automation, Linux, SAS, Consulting, Network security, Oracle, Technical support",3+ weeks ago
Data Analyst,Walbrosoft,2-7 Yrs,,Nagpur,"Education : Bsc, Msc, BCA or any graduateSkills : Analysis, Requirement gathering, Data...","Excel, Internet research, Data collection, Data Analyst, Management, MS Office, Powerpoint, Data Entry Operator",3+ weeks ago
Client Data Analyst,Xcellence It,16-26 Yrs,,Surat,Familiarity with CRM tools is a plus. Research skills and ability to gather information...,"Online research, Data analysis, HRM, Front end, Sales, Social media, Data Analyst, Research",3+ weeks ago
Business Analyst & Data Analyst,Rashmi Chourasiya,0 Yrs,4-5 Lacs PA,"Pune, Bengaluru",". Technical Proficiencies: Hands-on expertise with SQL, advanced Microsoft Excel, and p...","Tableau, Looker, SQL, Python, Power Bi, Problem Solving, Bi Tools, Analytics",2 weeks ago
Data Analyst Intern,ARP Investments,,Unpaid,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,,Starts in 1-3 months
Analyst,eClerx,0-2 Yrs,,Navi Mumbai,Analyze data from offline touch points and other physical customer interaction channels...,"voice, digital marketing, css, python, adobe analytics, data analysis, data analytics, google adwords",1 week ago
Data Engineer,Intent Amplify,0-2 Yrs,,Pune,Troubleshoot and resolve technical issues related to data engineering projects. Disclai...,"hive, python, data analytics, data analysis, data validation, data processing, data warehousing, dbms",3+ weeks ago
Data Analyst,Han Digital Solution,1-2 Yrs,,"Lakshadweep, Panaji, Dadra & Nagar Haveli, Nagar, North & Middle Andaman, Daman & Diu, New Delhi, Jammu",. Technical Skills: Proficiency in data analysis tools and programming languages like S...,"Analytical skills, Data analysis, Sales, Data collection, Programming, Healthcare, data visualization, Public health",3+ weeks ago
Immediately Hiring - Data Analyst,Millennium Organisation,2-4 Yrs,3-6 Lacs PA,Mumbai (All Areas),"Hands-on experience in Power BIGood analytical, logical & problem-solving skills","Power Bi Dashboards, Power Bi, VLOOKUP, Advanced Excel, HLOOKUP, Power Bi Reports, Pivot Table, Data Analysis",3 weeks ago
Data Analyst,Millennium Organisation,2-4 Yrs,3-6 Lacs PA,Mumbai (All Areas),"Hands-on experience in Power BIGood analytical, logical & problem-solving skills","Power Bi Dashboards, Power Bi, VLOOKUP, Advanced Excel, HLOOKUP, Power Bi Reports, Pivot Table, Data Analysis",3+ weeks ago
Data Analyst (Part time Onsite),Weltec,5-10 Yrs,,"Ahmedabad(Navrangpura), Vadodara(Sayajigunj)","Teaching practical training in Data Analytics, SQL, Excel, Power BI. Prepare lesson pla...","Power BI, Data Analysis, Data Visualization, Advanced Excel, Tableau, Dashboards, Data Analytics, MIS Reporting",3 days ago
"Analyst, Data Interchange and Development",Magna International,3-8 Yrs,,Bengaluru,"Experience with Seeburger BIS 6, SupplyWEB and iPoint an assetCompletion of Community C...","HP data protector, Artificial Intelligence, Billing, Network engineering, Database administration, System design, EDI, Information technology",3+ weeks ago
Data Analyst,Falcon Smart It,2-6 Yrs,,Bengaluru,Advanced excel and macros . Data Analysis - mainly ERP download reports in inventory . ...,"ERP, Data analysis, Publishing, Kaizen, Data Analyst, Advanced Excel, Powerpoint, Macros",3+ weeks ago
"Analyst, Electronical Data Interchange",Levi Strauss,3-4 Yrs,,Bengaluru,Experience with daily support of OTC EDI processes (SAP EDI and mappings issue resoluti...,"Order management, Performance tuning, Automation, Data analysis, SAP, Customer support, Customer service, EDI",3+ weeks ago
Analyst - Data Governance,Continental,3-5 Yrs,,Bengaluru,Basic hands-on experience with governance tools and metadata systems. Strong analytical...,"operational support, metadata, Analytical, data governance, Data quality, data integrity, data privacy, Information management",3+ weeks ago
Data Analyst,TALENTPULL AND INFRASTRUCTURE PRIVATE LIMITED,0-2 Yrs,2-4.25 Lacs PA,Gurugram,"Telecom Operations / NOC / O&M experience Strong knowledge of Excel (VLOOKUP, Pivot Tab...","SOP, Capa, Google Sheets, RCA, Excel, SLAS, Data, Sheet",3+ weeks ago
Data Analyst Mechanical/Instrumentation,Idexcel,4-7 Yrs,,"Bengaluru, Vadodara",Role & responsibilities . Data Analyst[3-6 yr Experience Mechanical / Instrumentation] ...,"Drawings, CMMS, plant maintenance, P&IDs, ERP, data management, Datasheets, Vendor Documents",3+ weeks ago
Data Analyst,Umanist India,9-11 Yrs,22.5-35 Lacs PA,"Navi Mumbai, Pune(Viman Nagar), Mumbai (All Areas)",Hiring Data Analyst (6+ yrs) – Pune (Viman Nagar). Mandatory: E-commerce domain experie...,"Azure Cloud, EDA, GCP, Postgresql, Pandas, Plotly, E-commerce, Numpy",3+ weeks ago
Data Office - Privacy Analyst - DPDP Grievance Redressal,Hdfc Bank,6-11 Yrs,,Mumbai (All Areas),Job Title: Privacy Analyst DPDP Grievance RedressalJob Purpose Support the Chief of DPD...,"Grievance Redressal, Regulatory Compliance, Grievance Handling, RCA, Compliance Analysis, Customer Grievance, Process Compliance, Grievance Management",2 weeks ago
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7 Yrs,,Aurangabad,Participate in code reviews and contribute to the improvement of the overall codebase q...,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3+ weeks ago
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7 Yrs,,Nashik,Participate in code reviews and contribute to the improvement of the overall codebase q...,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3+ weeks ago
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7 Yrs,,Thane,Participate in code reviews and contribute to the improvement of the overall codebase q...,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3+ weeks ago
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7 Yrs,,Nagpur,Participate in code reviews and contribute to the improvement of the overall codebase q...,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3+ weeks ago
Data Scientist and Vertex AI_Senior Analyst,Globant,3-7 Yrs,,Mumbai,Participate in code reviews and contribute to the improvement of the overall codebase q...,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3+ weeks ago
Engineer/Data Analyst,Mycitynagpur,5-8 Yrs,,Nagpur,Candidate should be Computer/IT/B.Sc/ M.Sc.   Experience required but fresher can als...,"Data Analyst, Data, Data analysis, Engineering",3+ weeks ago
Measurement Data Analyst,Tata Technologies,3-8 Yrs,,"Pune, Chennai",Strong hands-on experience in: . PythonExperience working with: . Test cell / test benc...,"Extraction, Engine, Cleansing, Python, NVH, Excel, Power Bi, exhaust",2 weeks ago
"Data Engineer / Data Analyst | SQL, Power BI & Data Warehousing",Synechron,5-10 Yrs,,Pune,"Qualifications . Bachelors or Masters degree in Computer Science, Information Technolog...","Data Engineer, Azure, Power Bi, Sql Server, Synapse Analytics, Data Analyst, Numpy, Sql",3 weeks ago
Analyst,Tresvista Financial Services,0-2 Yrs,,Mumbai,About TresVista    TresVista is a global enterprise offering a diversified portfolio ...,"Accounting, Industry Research, Research, Verbal Communication, Analytics, PowerPoint, Communication Skills, Excel",2 weeks ago
Excellent Job Opening  _ Data Analyst _ Chennai,Clover Infotech,7-12 Yrs,,Chennai,Requirement : Data Analyst / Team Lead. Total Experience: 7+ years. Strong experience i...,"Data Warehousing, Financial Sector, Data analyst, Banking Sector, Data Modeling, ETL, SQL, Modeling",3+ weeks ago
Knowledge Analyst Data Curation & Classification,Sia Partners,2-7 Yrs,,Mumbai,"Bachelor s degree in Business, Information Management, or a related field. 2+ years of ...","Content management, Automation, operational support, Analytical, Consulting, Data processing, Data quality, Information management",2 weeks ago
Specialist- Data & Planning Analyst,Nordex Engineering And Technology,6-8 Yrs,,Chennai,"Maintain and update master data in SAP . HANA and Osapiens for defective parts, repaira...","Supply chain, Material management, Data validation, operational support, Claims, Analytical, Maintenance Manager, Forecasting",3 weeks ago
Data Analysts,Patio Digital,3-6 Yrs,,Faridabad,"Desirable candidates must be proficient in data entry, MS excel and must be detail orie...","Excel, Data entry, Data analysis, Analysts, Data",3+ weeks ago
Specialist- Data & Planning Analyst,Nordex Group,2-5 Yrs,,Chennai,"Maintain and update master data in SAP . HANA and Osapiens for defective parts, repaira...","operational support, data analysis, software testing, data validation, supply chain, data manipulation, kpi, forecasting",3+ weeks ago
Data Governance Analyst,Msbc Group,2-7 Yrs,,Remote,Data Governance Analyst         Job Category:    Data Governance Analyst      Job Type:...,"Automation, Data management, Coding, Fixed income, Analytical, Data quality, Analytics, Financial services",3+ weeks ago
Analyst - Data Integration,Ansell,7-10 Yrs,,Mumbai,Ensure data quality and integrity by implementing data validation and testing procedure...,"data, integration, analyst, professional skills, Data analysis, Analysis, Data integration",3+ weeks ago
Data Governance Analyst,Data Economy,3-8 Yrs,,Hyderabad,"Requirements . Education: . Bachelor\degree\ in Computer Science, Information Systems, ...","Computer science, Health insurance, Data management, Analytical, data governance, Issue resolution, Informatica, Operations",3+ weeks ago
Data informatics Analyst,Ivtree It Solutions,4-7 Yrs,,Hyderabad,Disclaimer: This job description has been sourced from a public domain and may have bee...,"database maintenance, data analysis, oracle, data management, data validation, problem solving, informatics, sql",3+ weeks ago
Analyst - Data Integration,Ansell,7-10 Yrs,,Navi Mumbai,Ensure data quality and integrity by implementing data validation and testing procedure...,"data, integration, analyst, professional skills, Data integration, Analysis, Data analysis",3+ weeks ago
Knowledge Analyst Data Curation & Classification,Sia Partners,2-5 Yrs,,Mumbai,"Bachelor s degree in Business, Information Management, or a related field 2+ years of e...","Compliance, Knowledge Analyst, Analytical, Consulting, Data processing, Data quality, Information management, Management",3+ weeks ago
Data Analyst/Engineer,BMW Techworks India,2-5 Yrs,,Bengaluru,"Analyze complex data sets to identify trends and patterns, providing insights to stake...","hive, python, data analysis, data analytics, data warehousing, power bi, machine learning, data engineering",3+ weeks ago
Senior Executive - Data Analyst,Startek,0-3 Yrs,,Hosur,Develop and maintain complex data models and databases to support business intelligenc...,"python, project management, data analysis, data analytics, data management, mis reporting, pivot table, business analysis",3+ weeks ago
Data Analysts (Senior/Analyst/Associate),FedEx,0-3 Yrs,,Mumbai,"Ensure data accuracy, completeness, and integrity through quality assurance processes. ...","Computer science, Analytical skills, Data analysis, Manager Quality Assurance, fedex, Data modeling, MIS, Genetics",3+ weeks ago
"Analyst, LLMO",Dentsu Webchutney,0-5 Yrs,,Pune,Time Type: Full timeReporting Tools: Skills to use Looker Studio or Tableau to visualiz...,"Industry research, Data analysis, Web analytics, Senior Analyst, VLOOKUP, Analytical, SEO, SQL",3+ weeks ago
Data Analyst,Banking,4-9 Yrs,8-17 Lacs PA,India,Power Bi+SQL+ETL,"Power Bi, ETL, SQL, Data analysis, Bi, Data",3+ weeks ago
Data Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-6 Yrs,,New Delhi,Experience in preparation of regulatory reports shall be an added advantage. Ability to...,"Excel, Strong analytical skills, Technical, Database, Technical Lead, Commerce, Software, Data Analyst",3+ weeks ago
Data Analyst,Nath Outsourcing Solutions,1-3 Yrs,,Mohali,Work Experience  Candidate with 1 - 3 Years of work experience of Charges Payment Post...,"Payment posting, Data Analyst, US healthcare, Data analysis, Healthcare, Post, Data, Payments",3+ weeks ago
Data Anonymization Analyst,Innova Solutions,4-9 Yrs,,Hybrid - Bengaluru,Own assigned projects or project tasks and deliver such on time and with the required q...,"python, SAS, Clinical Data, sql, Adam, Cdisc, SAS Programming, sdtm",3 weeks ago
Data Analyst with Low Code,Overture Rede,1-3 Yrs,,Ahmedabad,o Provide leadership to the Development team and assist the leadership to deliver resul...,"Front end, MySQL, Debugging, Machine learning, Data structures, HTML, SDLC, Analytics",3+ weeks ago
Data-Analyst,Venus Jewel,2-3 Yrs,,Mumbai,- An educational background must be of computer science or IT 2 to 3 years related expe...,"Computer science, Administration management, deep learning, Excel, Manager Quality Assurance, Management systems, Machine learning, Operations",3+ weeks ago
Data Engineer,Infosys,5-10 Yrs,,Pune,"Bachelor of Engineering, Bachelor Of Technology, Master Of Technology, Master Of Engine...","Data Engineering, Pyspark, Business Intelligence, Scala, Hadoop, Sql Server, Big Data, Tableau",1 day ago
Data Analyst - TRAINEE ENG,Interface Infosys,0-1 Yrs,,"Chennai, Bengaluru","Interpret data, analyze results using statistical techniques and provide ongoing repo...","Data Analyst, Data Systems, Process Improvement, Collection, Data Collection, Data Analytics, Analytics, Statistical Techniques",1 week ago
Hiring Clinical Data Analyst - M.Pharmacy - Freshers,Clininfotech,0-2 Yrs,2.25-3.25 Lacs PA,"Hyderabad(Ameerpet), Pune(Bhavaninagar), Bengaluru(Vijay Nagar)",Urgent Hiring M. Pharmacy fresher Completed Clinical Data Management Training only Elig...,"Mpharm, Quality Assurance, Pharmaceutics, Clinical Research, Pharmacy, pharmacist, Pharmacology, Biochemistry",2 weeks ago
Analyst,Tresvista Financial Services,0-1 Yrs,,Pune,Education . Graduate / MBA. Prior team management experience preferred Required Skills ...,"Team Management, Time Management, Compliance, Accounting, Valuation, Industry Research, Research, Vendor",1 day ago
Analyst Data Privacy,GIG Consultants,1-6 Yrs,,Bengaluru,Shift : 12:00- 9:30pmExperience Required. Budget,"certified information privacy manager, data privacy, certified information privacy professional, gdpr, Data, Management, Data analysis, Certified",3+ weeks ago
Data Engineer/ Analyst,Arna Softech,4-6 Yrs,,Indore,Experience with database design and development. . Proficiency in programming languages...,"hive, algorithms, database maintenance, python, data analysis, data validation, data warehousing, problem solving",2 weeks ago
Data Scientist_Senior Analyst,Globant,4-7 Yrs,,Pune,Stay up-to-date with industry trends and emerging technologies in AI and machine learni...,"rest, python, oracle, vertex, maven, sql coding, sql tuning, machine learning",3+ weeks ago
Data Engineer,Accenture,2-4 Yrs,,Pune,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"data analytics, data engineering, etl, data integration, etl process, hive, python, data analysis",3 days ago
Data Scientist,Infosys,10-14 Yrs,,Bengaluru,Educational RequirementsBachelor of EngineeringService LineData Analytics UnitResponsib...,"data, Predictive Modeling, Artificial Intelligence, Natural Language Processing, Data Mining, Tableau, Machine Learning, Statistics",3 days ago
Data Scientist,Infosys,5-8 Yrs,,Pune,"Educational Requirements Bachelor of Engineering, BCA, BSc. Service Line Topaz COE unit...","Data, Predictive Modeling, Artificial Intelligence, Natural Language Processing, Data Mining, Tableau, Machine Learning, Statistics",1 week ago
Data Analyst / Data Engineer (Internship),Dream It,0-1 Yrs,,Gurugram,"Experience with data analysis tools such as SQL, Excel, or statistical software.","hive, algorithms, python, c++, data analysis, dbms, problem solving, data pipeline",5 days ago
Analyst,eClerx,0-2 Yrs,,Navi Mumbai,"Experience in Data Analytics & Seismic Tool ( Configuration, create layers). Good to ha...","python, data analytics, data validation, bi, seismic, power bi, business analytics, monitoring",1 week ago
Analyst,Tresvista Financial Services,0-2 Yrs,,Pune,Required Skills Experience,"data analytics, analytical, team management, workflow, management skills, industry research, investment, market research",3+ weeks ago
GCP Data Scientist_Senior Analyst,Globant,4-8 Yrs,,Aurangabad,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"c#, python, project management, c++, css, software development, c, oracle",3+ weeks ago
GCP Data Scientist_Senior Analyst,Globant,4-8 Yrs,,Nashik,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"c#, python, project management, c++, css, software development, c, oracle",3+ weeks ago
GCP Data Scientist_Senior Analyst,Globant,4-8 Yrs,,Thane,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"c#, python, project management, c++, css, software development, c, oracle",3+ weeks ago
GCP Data Scientist_Senior Analyst,Globant,4-8 Yrs,,Nagpur,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"c#, python, project management, c++, css, software development, c, oracle",3+ weeks ago
GCP Data Scientist_Senior Analyst,Globant,4-8 Yrs,,Mumbai,Ability to work in a fast-paced environment and adapt to changing priorities. Disclaime...,"c#, python, project management, c++, css, software development, c, oracle",3+ weeks ago
Data Privacy Analyst,Indusind Bank,7-10 Yrs,20-25 Lacs PA,Hybrid - Mumbai (All Areas),Role & responsibilities  - Develop and maintain the enterprise privacy governance frame...,"data protection, privacy compliance, Data Privacy, HP data protector, Data, Compliance",3+ weeks ago
Analyst Data Integration,Ansell,2-7 Yrs,,Mumbai,"Conduct root-cause analysis for PLAN Comind tickets related to IT BI, Data Lake, Interf...","python, data management, supply chain, ai, databricks, machine learning, master data management, data engineering",3+ weeks ago
Data Analyst (Marathi Speaker - India),Peroptyx,0-5 Yrs,,Remote,"The flexibility of our roles minimizes the impact on your daily routine.So, whether you...","English, Marathi, Data Analysis, Attention To Detail, Mapping, Research, Interpretation, Analysis",1 week ago
Analyst,eClerx,0-4 Yrs,,Mumbai,Conduct thorough analysis of complex data sets to identify trends and patterns. Develo...,"microsoft office applications, database maintenance, data analysis, windows xp, operating systems, problem solving, analysis, autocad",1 week ago
Economic Analyst,Crisil,0-8 Yrs,,Pune,Functional Responsibility / Domain Related              Assist S&P Economists wi...,"Data analysis, Quantitative research, Analytical, Information security, Machine learning, Predictive modeling, Research, Stakeholder management",3+ weeks ago
Chartered Accountant,Bajaj Finserv Health,0-1 Yrs,,"Pune, Bengaluru",Eligible - Only Qualified CA Fresher 2026 Jan Exam & CA fresher 2025 Sept Exam,"Finance Control, ORM, Budgeting, Finance, Accounting, Control",3 weeks ago
Data Intelligence Analyst,Flexm,3-6 Yrs,,Remote,Required Skills Qualifications Databases (SQL preferred). Entity matching. Good to Have...,"Backend, Data analysis, Automation, Data validation, Schema, Data collection, HTML, Manager Quality Control",3+ weeks ago
Data Acquisition Analyst,Amgen Inc,1-3 Yrs,,Hyderabad,"Basic Qualifications and Experience: . Bachelors degree in life sciences, computer scie...","Data Acquisition, Biotechnology, Compliance, Clinical Operations, Data Management, Database Design, Vendor Management, Research",3 weeks ago
Data Engineer / Analyst,Naghavi Fintech,2-5 Yrs,,Bengaluru,Naghavi fintech is looking for Data Engineer / Analyst to join our dynamic team and emb...,"data quality, data analysis, data pipeline, data visualization, etl, data engineering, fintech, Engineering",3+ weeks ago
Analyst (LCMS Data Interpretation),TUV SUD South Asia,2-6 Yrs,,Kolkata,Employment Type: Full time / regularBS / BA in Chemistry or a related field with 5+ yea...,"python, data interpretation, data analysis, data management, natural language processing, data validation, data mining, documentation",3+ weeks ago
Analyst (GC-MS Data Intrepretation),TUV SUD South Asia,3-7 Yrs,,Kolkata,Employment Type: Full time / regularBS / B. Sc in Chemistry or a related field with 5+ ...,"capa, python, data analysis, data management, data validation, quality control, documentation, data integrity",3+ weeks ago
P2B - Data Analyst Principal,Cummins,10-15 Yrs,,Pune,"Bachelors degree in Computer Science, Information Technology, Engineering, Data Science...","Computer science, Automation, Data migration, SAP, Data management, Agile, Data structures, Business intelligence",1 day ago
Data Engineer,Accenture,2-4 Yrs,,Pune,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"data analytics, data engineering, etl, data integration, etl process, hive, python, data analysis",2 weeks ago
Data Analyst & MIS Administrator,Bharati Vidyapeeth University,3-5 Yrs,,Pune(Bharati Vidyapeeth),Preferred candidate profile Power Query / Power Pivot (preferred) Macros / VBA (good to...,"Data Analysis, Marketing Analytics, Marketing Research, Data, Administration, Analytics, MIS, Research",1 week ago
Data Analyst,Renaissance Academy Of Wisdom,0-3 Yrs,3.25-6 Lacs PA,Remote,"Bachelors degree in Data Science, Statistics, Mathematics, Computer Science, Economics,...","Data Analytics, Power Bi, Data Analysis, Data Visualization, Machine Learning, SQL, Python, Machine",2 weeks ago
"Data Analyst Fresher , Data Analytics",Apex Engineering Solutions,0-1 Yrs,5.5-8 Lacs PA,"Kolkata, Pune, Chennai","Job descriptionWe are looking for Data Analyst Freshers , Data Analytics fresher to joi...","Data Analytics, Business Intelligence, Power BI, Data Extraction, Data Cleansing, Advanced Excel, Tableau, Data Entry",1 day ago
Data Analysis Traineeship ly Professional,Gigafactor Solutions,,Unpaid,Pune,,,Starts in 1-3 months
Data Analyst / Web Researcher,Myvirtualdesks,0-3 Yrs,,Pune,Collecting and analyzing large data sets using statistical and data visualization too...,"Data analysis, Web technologies, Data Analyst, Data analytics, data visualization, Management, Forecasting, Testing",3+ weeks ago
Data Analyst Associate,Mhtechin,,Unpaid,Pune,,,Starts in 1-3 months
Analyst,eClerx,0-2 Yrs,,Navi Mumbai,Analyst – Inbound Chat – Customer Operations Pune | Full-time (FT) | Customer Operation...,"advanced analytics, chat process, data analytics, inbound, customer service, financial services, sales, customer support",1 week ago
Analyst,eClerx,0-2 Yrs,,Chandigarh,Job Description: Outbound Voice – Analyst We are seeking motivated individuals to join ...,"voice, data analytics, customer service, verbal communication, policies, crm software, call center technology, financial services",2 weeks ago
Data Engineer - Python,Busigence Technologies,0-3 Yrs,,Remote,Relevant Exp: 0-3 Years   Requirements   This is an immediate requirement. We shall ...,"deep learning, Data analysis, data science, Machine learning, HTTP, Natural language processing, Data analytics, Business intelligence",3+ weeks ago
Senior Officer - CAT Axis,Axis Max Life Insurance,0-5 Yrs,,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","Manage the zone for all allocated channels, ensuring high performance and positive wor...","Customer acquisition, Business administration, Data analysis, Excel, Project management, Analytical, data visualization, Retention strategies",3+ weeks ago
Data Scientist,Biocube,0-3 Yrs,,Noida,Collaborate with engineering and product development teams . Disclaimer: This job descr...,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago
Senior Analyst,eClerx,0-3 Yrs,,Pune,Experience working with large datasets and complex data systems. Disclaimer: This job d...,"emerging technologies, data systems, business growth, communication and interpersonal skills, communication skills, Interpersonal, Analysis, Interpersonal skills",3+ weeks ago
Functional Analyst - Data,Kyndryl,5-9 Yrs,,Chennai,The Role    We are looking for a Senior Functional Analyst with strong experience in ...,"Automation, Managed services, Bfsi, Underwriting, Stakeholder management, User acceptance testing, Financial services, Analytics",3+ weeks ago
Senior Data Analyst,Crisil Analytices,4-8 Yrs,,Pune,Manage and maintain Security Master data for private credit / loan instrumentsHands-on ...,"Loans, remediation, Data analysis, Fund accounting, Data validation, Data management, Reconciliation, Data quality",1 week ago
Orchestration Analyst,Ecolab Global Services,2-5 Yrs,,Pune,"Bachelors degree in Computer Science, Statistics, Mathematics, Finance, or a related fi...","Data Analysis, Business Intelligence, Automation, Power Bi, Alteryx, Data Management, Bi, Tools",1 day ago
